CONTAINER_NO,VESSEL,MCHN_ID,MCHN_TP_CD,JOB_TYPE,FULL_EMPTY,BLOCK_BAY,JOB_END_DT
container6458,ship1,YT523,YT,DS-MOVE,F,2D-63,2018-01-23 2:50
container6459,ship1,GC101,GC,LD-QUAYSIDE,M,1D-25,2018-01-22 22:32
container6459,ship1,TC241,TC,LD-YARDSIDE,M,1D-25,2018-01-22 22:29
container6459,ship1,YT529,YT,LD-MOVE,M,1D-25,2018-01-22 22:30
container6460,ship1,GC103,GC,LD-QUAYSIDE,F,1D-35,2018-01-22 19:17
container6460,ship1,TC241,TC,LD-YARDSIDE,F,1D-35,2018-01-22 19:03
container6460,ship1,YT531,YT,LD-MOVE,F,1D-35,2018-01-22 19:14
container6461,ship1,GC106,QC,DS-QUAYSIDE,F,1C-61,2018-01-23 0:49
container6461,ship1,TC232,TC,DS-YARDSIDE,F,1C-61,2018-01-23 1:04
container6461,ship1,YT510,YT,DS-MOVE,F,1C-61,2018-01-23 1:02
container6462,ship1,GC102,GC,LD-QUAYSIDE,M,2D-33,2018-01-22 23:12
container6462,ship1,TC243,TC,LD-YARDSIDE,M,2D-33,2018-01-22 23:02
container6462,ship1,YT506,YT,LD-MOVE,M,2D-33,2018-01-22 23:10
container6463,ship1,GC101,GC,LD-QUAYSIDE,M,2D-35,2018-01-22 22:11
container6463,ship1,TC243,TC,LD-YARDSIDE,M,2D-35,2018-01-22 21:59
container6463,ship1,YT518,YT,LD-MOVE,M,2D-35,2018-01-22 22:08
container6464,ship1,GC106,QC,DS-QUAYSIDE,F,2.00E-35,2018-01-23 0:07
container6464,ship1,TC253,TC,DS-YARDSIDE,F,2.00E-35,2018-01-23 0:15
container6464,ship1,YT586,YT,DS-MOVE,F,2.00E-35,2018-01-23 0:14
container6465,ship1,GC102,GC,LD-QUAYSIDE,F,2C-45,2018-01-23 0:45
container6465,ship1,TC234,TC,LD-YARDSIDE,F,2C-45,2018-01-23 0:31
container6465,ship1,YT566,YT,LD-MOVE,F,2C-45,2018-01-23 0:42
container6466,ship1,GC104,GC,LD-QUAYSIDE,F,2C-61,2018-01-22 22:28
container6466,ship1,TC234,TC,LD-YARDSIDE,F,2C-61,2018-01-22 21:56
container6466,ship1,YT560,YT,LD-MOVE,F,2C-61,2018-01-22 22:25
container6467,ship1,GC102,GC,LD-QUAYSIDE,M,1D-33,2018-01-22 21:47
container6467,ship1,TC241,TC,LD-YARDSIDE,M,1D-33,2018-01-22 21:43
container6467,ship1,YT574,YT,LD-MOVE,M,1D-33,2018-01-22 21:44
container6468,ship1,GC105,GC,LD-QUAYSIDE,M,3G-85,2018-01-23 7:12
container6468,ship1,TC276,TC,LD-YARDSIDE,M,3G-85,2018-01-23 7:10
container6468,ship1,YT504,YT,LD-MOVE,M,3G-85,2018-01-23 7:10
container6469,ship1,GC101,GC,LD-QUAYSIDE,M,1C-71,2018-01-22 22:19
container6469,ship1,TC232,TC,LD-YARDSIDE,M,1C-71,2018-01-22 22:16
container6469,ship1,YT532,YT,LD-MOVE,M,1C-71,2018-01-22 22:17
container6470,ship1,GC101,GC,LD-QUAYSIDE,M,1C-61,2018-01-22 21:30
container6470,ship1,TC231,TC,LD-YARDSIDE,M,1C-61,2018-01-22 21:21
container6470,ship1,YT535,YT,LD-MOVE,M,1C-61,2018-01-22 21:27
container6471,ship1,GC106,QC,DS-QUAYSIDE,F,1A-51,2018-01-22 16:25
container6471,ship1,TC212,TC,DS-YARDSIDE,F,1A-51,2018-01-22 16:36
container6471,ship1,YT538,YT,DS-MOVE,F,1A-51,2018-01-22 16:34
container6472,ship1,GC102,GC,LD-QUAYSIDE,M,1F-69,2018-01-22 22:13
container6472,ship1,TC262,TC,LD-YARDSIDE,M,1F-69,2018-01-22 22:10
container6472,ship1,YT566,YT,LD-MOVE,M,1F-69,2018-01-22 22:11
container6473,ship1,GC105,GC,LD-QUAYSIDE,M,2F-73,2018-01-23 4:57
container6473,ship1,TC264,TC,LD-YARDSIDE,M,2F-73,2018-01-23 4:54
container6473,ship1,YT541,YT,LD-MOVE,M,2F-73,2018-01-23 4:56
container6474,ship1,GC104,QC,DS-QUAYSIDE,F,3B-77,2018-01-23 7:03
container6474,ship1,TC226,TC,DS-YARDSIDE,F,3B-77,2018-01-23 7:13
container6474,ship1,YT538,YT,DS-MOVE,F,3B-77,2018-01-23 7:12
container6475,ship1,GC104,QC,DS-QUAYSIDE,F,1C-53,2018-01-23 6:50
container6475,ship1,TC232,TC,DS-YARDSIDE,F,1C-53,2018-01-23 7:02
container6475,ship1,YT574,YT,DS-MOVE,F,1C-53,2018-01-23 7:01
container6476,ship1,GC103,GC,LD-QUAYSIDE,F,2A-91,2018-01-22 19:09
container6476,ship1,TC214,TC,LD-YARDSIDE,F,2A-91,2018-01-22 18:57
container6476,ship1,YT582,YT,LD-MOVE,F,2A-91,2018-01-22 19:07
container6477,ship1,GC102,GC,LD-QUAYSIDE,F,2C-45,2018-01-23 0:28
container6477,ship1,TC233,TC,LD-YARDSIDE,F,2C-45,2018-01-23 0:22
container6477,ship1,YT518,YT,LD-MOVE,F,2C-45,2018-01-23 0:25
container6478,ship1,GC103,GC,LD-QUAYSIDE,F,1D-43,2018-01-22 18:43
container6478,ship1,TC242,TC,LD-YARDSIDE,F,1D-43,2018-01-22 18:38
container6478,ship1,YT585,YT,LD-MOVE,F,1D-43,2018-01-22 18:41
container6479,ship1,GC106,QC,DS-QUAYSIDE,F,2B-55,2018-01-22 16:33
container6479,ship1,TC223,TC,DS-YARDSIDE,F,2B-55,2018-01-22 16:54
container6479,ship1,YT501,YT,DS-MOVE,F,2B-55,2018-01-22 16:53
container6480,ship1,GC104,QC,DS-QUAYSIDE,F,3.00E-47,2018-01-23 5:55
container6480,ship1,TC255,TC,DS-YARDSIDE,F,3.00E-47,2018-01-23 6:06
container6480,ship1,YT512,YT,DS-MOVE,F,3.00E-47,2018-01-23 6:05
container6481,ship1,GC106,QC,DS-QUAYSIDE,F,1A-51,2018-01-22 16:52
container6481,ship1,TC212,TC,DS-YARDSIDE,F,1A-51,2018-01-22 17:02
container6481,ship1,YT596,YT,DS-MOVE,F,1A-51,2018-01-22 17:01
container6482,ship1,GC102,GC,LD-QUAYSIDE,M,1D-33,2018-01-22 21:31
container6482,ship1,TC241,TC,LD-YARDSIDE,M,1D-33,2018-01-22 21:28
container6482,ship1,YT513,YT,LD-MOVE,M,1D-33,2018-01-22 21:29
container6483,ship1,GC102,QC,DS-QUAYSIDE,F,1D-73,2018-01-22 18:16
container6483,ship1,TC242,TC,DS-YARDSIDE,F,1D-73,2018-01-22 18:28
container6483,ship1,YT516,YT,DS-MOVE,F,1D-73,2018-01-22 18:27
container6484,ship1,GC105,GC,LD-QUAYSIDE,M,3G-73,2018-01-23 6:22
container6484,ship1,TC276,TC,LD-YARDSIDE,M,3G-73,2018-01-23 6:19
container6484,ship1,YT504,YT,LD-MOVE,M,3G-73,2018-01-23 6:20
container6485,ship1,GC103,GC,LD-QUAYSIDE,F,3B-47,2018-01-23 7:16
container6485,ship1,TC225,TC,LD-YARDSIDE,F,3B-47,2018-01-23 7:11
container6485,ship1,YT526,YT,LD-MOVE,F,3B-47,2018-01-23 7:14
container6486,ship1,GC102,QC,DS-QUAYSIDE,F,3D-35,2018-01-22 19:33
container6486,ship1,TC245,TC,DS-YARDSIDE,F,3D-35,2018-01-22 19:40
container6486,ship1,YT538,YT,DS-MOVE,F,3D-35,2018-01-22 19:39
container6487,ship1,GC106,QC,DS-QUAYSIDE,F,3C-35,2018-01-23 1:08
container6487,ship1,TC235,TC,DS-YARDSIDE,F,3C-35,2018-01-23 1:16
container6487,ship1,YT541,YT,DS-MOVE,F,3C-35,2018-01-23 1:15
container6488,ship1,GC102,QC,DS-QUAYSIDE,F,1G-51,2018-01-22 18:12
container6488,ship1,TC272,TC,DS-YARDSIDE,F,1G-51,2018-01-22 18:24
container6488,ship1,YT555,YT,DS-MOVE,F,1G-51,2018-01-22 18:23
container6489,ship1,GC104,QC,DS-QUAYSIDE,F,1C-53,2018-01-23 6:50
container6489,ship1,TC232,TC,DS-YARDSIDE,F,1C-53,2018-01-23 7:04
container6489,ship1,YT574,YT,DS-MOVE,F,1C-53,2018-01-23 7:02
container6490,ship1,GC105,GC,LD-QUAYSIDE,M,2.00E-27,2018-01-23 4:53
container6490,ship1,TC253,TC,LD-YARDSIDE,M,2.00E-27,2018-01-23 4:46
container6490,ship1,YT513,YT,LD-MOVE,M,2.00E-27,2018-01-23 4:50
container6491,ship1,GC103,GC,LD-QUAYSIDE,F,2A-91,2018-01-22 20:23
container6491,ship1,TC214,TC,LD-YARDSIDE,F,2A-91,2018-01-22 20:18
container6491,ship1,YT555,YT,LD-MOVE,F,2A-91,2018-01-22 20:20
container6492,ship1,GC106,QC,DS-QUAYSIDE,F,2B-21,2018-01-23 0:24
container6492,ship1,TC223,TC,DS-YARDSIDE,F,2B-21,2018-01-23 0:39
container6492,ship1,YT515,YT,DS-MOVE,F,2B-21,2018-01-23 0:38
container6493,ship1,GC106,QC,DS-QUAYSIDE,F,3C-35,2018-01-23 0:29
container6493,ship1,TC235,TC,DS-YARDSIDE,F,3C-35,2018-01-23 0:39
container6493,ship1,YT531,YT,DS-MOVE,F,3C-35,2018-01-23 0:37
container6494,ship1,GC105,GC,LD-QUAYSIDE,M,3D-25,2018-01-23 2:52
container6494,ship1,TC245,TC,LD-YARDSIDE,M,3D-25,2018-01-23 2:34
container6494,ship1,YT586,YT,LD-MOVE,M,3D-25,2018-01-23 2:50
container6495,ship1,GC101,GC,LD-QUAYSIDE,F,3C-69,2018-01-23 7:25
container6495,ship1,TC236,TC,LD-YARDSIDE,F,3C-69,2018-01-23 7:07
container6495,ship1,YT535,YT,LD-MOVE,F,3C-69,2018-01-23 7:23
container6496,ship1,GC102,QC,DS-QUAYSIDE,F,1D-31,2018-01-22 18:41
container6496,ship1,TC241,TC,DS-YARDSIDE,F,1D-31,2018-01-22 18:57
container6496,ship1,YT523,YT,DS-MOVE,F,1D-31,2018-01-22 18:55
container6497,ship1,GC103,GC,LD-QUAYSIDE,F,2.00E-55,2018-01-22 21:51
container6497,ship1,TC254,TC,LD-YARDSIDE,F,2.00E-55,2018-01-22 21:35
container6497,ship1,YT516,YT,LD-MOVE,F,2.00E-55,2018-01-22 21:49
container6498,ship1,GC102,GC,LD-QUAYSIDE,M,2D-33,2018-01-22 23:11
container6498,ship1,TC243,TC,LD-YARDSIDE,M,2D-33,2018-01-22 22:54
container6498,ship1,YT587,YT,LD-MOVE,M,2D-33,2018-01-22 23:08
container6499,ship1,GC102,QC,DS-QUAYSIDE,F,3D-35,2018-01-22 19:33
container6499,ship1,TC245,TC,DS-YARDSIDE,F,3D-35,2018-01-22 19:42
container6499,ship1,YT538,YT,DS-MOVE,F,3D-35,2018-01-22 19:41
container6500,ship1,GC107,GC,LD-QUAYSIDE,F,3F-23,2018-01-23 1:18
container6500,ship1,TC265,TC,LD-YARDSIDE,F,3F-23,2018-01-23 1:14
container6500,ship1,YT513,YT,LD-MOVE,F,3F-23,2018-01-23 1:16
container6501,ship1,GC103,GC,LD-QUAYSIDE,F,1D-43,2018-01-22 18:45
container6501,ship1,TC242,TC,LD-YARDSIDE,F,1D-43,2018-01-22 18:42
container6501,ship1,YT542,YT,LD-MOVE,F,1D-43,2018-01-22 18:43
container6502,ship1,GC106,QC,DS-QUAYSIDE,F,3D-49,2018-01-23 0:53
container6502,ship1,TC246,TC,DS-YARDSIDE,F,3D-49,2018-01-23 1:01
container6502,ship1,YT541,YT,DS-MOVE,F,3D-49,2018-01-23 1:00
container6503,ship1,GC103,GC,LD-QUAYSIDE,F,2A-91,2018-01-22 18:29
container6503,ship1,TC214,TC,LD-YARDSIDE,F,2A-91,2018-01-22 18:24
container6503,ship1,YT537,YT,LD-MOVE,F,2A-91,2018-01-22 18:27
container6504,ship1,GC103,GC,LD-QUAYSIDE,F,2.00E-55,2018-01-22 20:06
container6504,ship1,TC253,TC,LD-YARDSIDE,F,2.00E-55,2018-01-22 19:30
container6504,ship1,YT587,YT,LD-MOVE,F,2.00E-55,2018-01-22 20:03
container6505,ship1,GC106,QC,DS-QUAYSIDE,F,1G-41,2018-01-23 0:46
container6505,ship1,TC271,TC,DS-YARDSIDE,F,1G-41,2018-01-23 1:00
container6505,ship1,YT530,YT,DS-MOVE,F,1G-41,2018-01-23 0:58
container6506,ship1,GC101,QC,DS-QUAYSIDE,F,3F-65,2018-01-22 15:03
container6506,ship1,TC265,TC,DS-YARDSIDE,F,3F-65,2018-01-22 15:19
container6506,ship1,YT582,YT,DS-MOVE,F,3F-65,2018-01-22 15:18
container6507,ship1,GC102,GC,LD-QUAYSIDE,M,1D-33,2018-01-22 21:43
container6507,ship1,TC241,TC,LD-YARDSIDE,M,1D-33,2018-01-22 21:38
container6507,ship1,YT595,YT,LD-MOVE,M,1D-33,2018-01-22 21:41
container6508,ship1,GC101,QC,DS-QUAYSIDE,F,1P-01,2018-01-22 19:10
container6508,ship1,RS300,RS,DS-YARDSIDE,F,1P-01,2018-01-22 19:16
container6508,ship1,YT536,YT,DS-MOVE,F,1P-01,2018-01-22 19:14
container6509,ship1,GC102,GC,LD-QUAYSIDE,M,1G-31,2018-01-22 21:59
container6509,ship1,TC271,TC,LD-YARDSIDE,M,1G-31,2018-01-22 21:54
container6509,ship1,YT561,YT,LD-MOVE,M,1G-31,2018-01-22 21:57
container6510,ship1,GC102,QC,DS-QUAYSIDE,F,3A-25,2018-01-22 20:07
container6510,ship1,TC215,TC,DS-YARDSIDE,F,3A-25,2018-01-22 20:24
container6510,ship1,YT572,YT,DS-MOVE,F,3A-25,2018-01-22 20:23
container6511,ship1,GC105,GC,LD-QUAYSIDE,M,2F-61,2018-01-23 4:04
container6511,ship1,TC264,TC,LD-YARDSIDE,M,2F-61,2018-01-23 3:59
container6511,ship1,YT538,YT,LD-MOVE,M,2F-61,2018-01-23 4:01
container6512,ship1,GC104,QC,DS-QUAYSIDE,F,2F-39,2018-01-23 6:32
container6512,ship1,TC263,TC,DS-YARDSIDE,F,2F-39,2018-01-23 6:44
container6512,ship1,YT595,YT,DS-MOVE,F,2F-39,2018-01-23 6:43
container6513,ship1,GC106,QC,DS-QUAYSIDE,F,2D-53,2018-01-23 0:56
container6513,ship1,TC243,TC,DS-YARDSIDE,F,2D-53,2018-01-23 1:07
container6513,ship1,YT536,YT,DS-MOVE,F,2D-53,2018-01-23 1:05
container6514,ship1,GC102,QC,DS-QUAYSIDE,F,2B-35,2018-01-22 19:24
container6514,ship1,TC223,TC,DS-YARDSIDE,F,2B-35,2018-01-22 19:38
container6514,ship1,YT505,YT,DS-MOVE,F,2B-35,2018-01-22 19:37
container6515,ship1,GC102,GC,LD-QUAYSIDE,M,2C-27,2018-01-22 22:59
container6515,ship1,TC233,TC,LD-YARDSIDE,M,2C-27,2018-01-22 22:50
container6515,ship1,YT513,YT,LD-MOVE,M,2C-27,2018-01-22 22:57
container6516,ship1,GC106,QC,DS-QUAYSIDE,F,3C-59,2018-01-23 1:22
container6516,ship1,TC236,TC,DS-YARDSIDE,F,3C-59,2018-01-23 1:37
container6516,ship1,YT509,YT,DS-MOVE,F,3C-59,2018-01-23 1:35
container6517,ship1,GC104,GC,LD-QUAYSIDE,F,3A-07,2018-01-22 21:51
container6517,ship1,TC215,TC,LD-YARDSIDE,F,3A-07,2018-01-22 21:48
container6517,ship1,YT583,YT,LD-MOVE,F,3A-07,2018-01-22 21:50
container6518,ship1,GC106,QC,DS-QUAYSIDE,F,2.00E-73,2018-01-22 23:55
container6518,ship1,TC254,TC,DS-YARDSIDE,F,2.00E-73,2018-01-23 0:04
container6518,ship1,YT574,YT,DS-MOVE,F,2.00E-73,2018-01-23 0:03
container6519,ship1,GC104,QC,DS-QUAYSIDE,F,1F-35,2018-01-23 5:40
container6519,ship1,TC261,TC,DS-YARDSIDE,F,1F-35,2018-01-23 5:45
container6519,ship1,YT522,YT,DS-MOVE,F,1F-35,2018-01-23 5:44
container6520,ship1,GC102,QC,DS-QUAYSIDE,F,1G-51,2018-01-22 18:12
container6520,ship1,TC272,TC,DS-YARDSIDE,F,1G-51,2018-01-22 18:19
container6520,ship1,YT555,YT,DS-MOVE,F,1G-51,2018-01-22 18:17
container6521,ship1,GC106,QC,DS-QUAYSIDE,F,3A-25,2018-01-23 0:05
container6521,ship1,TC215,TC,DS-YARDSIDE,F,3A-25,2018-01-23 0:22
container6521,ship1,YT512,YT,DS-MOVE,F,3A-25,2018-01-23 0:21
container6522,ship1,GC105,GC,LD-QUAYSIDE,M,1F-55,2018-01-23 4:45
container6522,ship1,TC262,TC,LD-YARDSIDE,M,1F-55,2018-01-23 4:43
container6522,ship1,YT541,YT,LD-MOVE,M,1F-55,2018-01-23 4:44
container6523,ship1,GC106,QC,DS-QUAYSIDE,F,3D-49,2018-01-23 0:53
container6523,ship1,TC246,TC,DS-YARDSIDE,F,3D-49,2018-01-23 1:03
container6523,ship1,YT541,YT,DS-MOVE,F,3D-49,2018-01-23 1:02
container6524,ship1,GC101,GC,LD-QUAYSIDE,F,2B-77,2018-01-22 23:04
container6524,ship1,TC224,TC,LD-YARDSIDE,F,2B-77,2018-01-22 23:03
container6524,ship1,YT509,YT,LD-MOVE,F,2B-77,2018-01-22 23:03
container6525,ship1,GC102,QC,DS-QUAYSIDE,F,2D-49,2018-01-23 3:05
container6525,ship1,TC243,TC,DS-YARDSIDE,F,2D-49,2018-01-23 3:14
container6525,ship1,YT529,YT,DS-MOVE,F,2D-49,2018-01-23 3:12
container6526,ship1,GC103,GC,LD-QUAYSIDE,F,2A-91,2018-01-22 20:30
container6526,ship1,TC214,TC,LD-YARDSIDE,F,2A-91,2018-01-22 20:27
container6526,ship1,YT584,YT,LD-MOVE,F,2A-91,2018-01-22 20:28
container6527,ship1,GC106,QC,DS-QUAYSIDE,F,2D-49,2018-01-22 23:59
container6527,ship1,TC243,TC,DS-YARDSIDE,F,2D-49,2018-01-23 0:06
container6527,ship1,YT540,YT,DS-MOVE,F,2D-49,2018-01-23 0:05
container6528,ship1,GC102,QC,DS-QUAYSIDE,F,2C-75,2018-01-22 20:51
container6528,ship1,TC234,TC,DS-YARDSIDE,F,2C-75,2018-01-22 20:58
container6528,ship1,YT522,YT,DS-MOVE,F,2C-75,2018-01-22 20:57
container6529,ship1,GC105,QC,DS-QUAYSIDE,F,1A-83,2018-01-22 15:54
container6529,ship1,TC212,TC,DS-YARDSIDE,F,1A-83,2018-01-22 16:00
container6529,ship1,YT572,YT,DS-MOVE,F,1A-83,2018-01-22 15:59
container6530,ship1,GC105,GC,LD-QUAYSIDE,M,2F-61,2018-01-23 3:45
container6530,ship1,TC264,TC,LD-YARDSIDE,M,2F-61,2018-01-23 3:42
container6530,ship1,YT528,YT,LD-MOVE,M,2F-61,2018-01-23 3:43
container6531,ship1,GC102,QC,DS-QUAYSIDE,F,1P-01,2018-01-22 20:59
container6531,ship1,RS303,RS,DS-YARDSIDE,F,1P-01,2018-01-22 21:12
container6531,ship1,YT586,YT,DS-MOVE,F,1P-01,2018-01-22 21:10
container6532,ship1,GC102,GC,LD-QUAYSIDE,M,2.00E-71,2018-01-22 23:23
container6532,ship1,TC254,TC,LD-YARDSIDE,M,2.00E-71,2018-01-22 23:18
container6532,ship1,YT518,YT,LD-MOVE,M,2.00E-71,2018-01-22 23:21
container6533,ship1,GC102,GC,LD-QUAYSIDE,M,1D-33,2018-01-22 21:41
container6533,ship1,TC241,TC,LD-YARDSIDE,M,1D-33,2018-01-22 21:38
container6533,ship1,YT595,YT,LD-MOVE,M,1D-33,2018-01-22 21:40
container6534,ship1,GC102,QC,DS-QUAYSIDE,F,1A-83,2018-01-22 20:19
container6534,ship1,TC212,TC,DS-YARDSIDE,F,1A-83,2018-01-22 20:27
container6534,ship1,YT595,YT,DS-MOVE,F,1A-83,2018-01-22 20:26
container6535,ship1,GC102,QC,DS-QUAYSIDE,F,3.00E-47,2018-01-22 20:09
container6535,ship1,TC255,TC,DS-YARDSIDE,F,3.00E-47,2018-01-22 20:20
container6535,ship1,YT587,YT,DS-MOVE,F,3.00E-47,2018-01-22 20:18
container6536,ship1,GC105,QC,DS-QUAYSIDE,F,3A-83,2018-01-22 17:05
container6536,ship1,TC216,TC,DS-YARDSIDE,F,3A-83,2018-01-22 17:14
container6536,ship1,YT543,YT,DS-MOVE,F,3A-83,2018-01-22 17:12
container6537,ship1,GC102,QC,DS-QUAYSIDE,F,1D-31,2018-01-22 18:41
container6537,ship1,TC241,TC,DS-YARDSIDE,F,1D-31,2018-01-22 18:55
container6537,ship1,YT523,YT,DS-MOVE,F,1D-31,2018-01-22 18:53
container6538,ship1,GC104,GC,LD-QUAYSIDE,F,1B-15,2018-01-22 21:01
container6538,ship1,TC221,TC,LD-YARDSIDE,F,1B-15,2018-01-22 20:48
container6538,ship1,YT530,YT,LD-MOVE,F,1B-15,2018-01-22 20:59
container6539,ship1,GC103,GC,LD-QUAYSIDE,F,1D-35,2018-01-22 19:21
container6539,ship1,TC241,TC,LD-YARDSIDE,F,1D-35,2018-01-22 19:11
container6539,ship1,YT554,YT,LD-MOVE,F,1D-35,2018-01-22 19:18
container6540,ship1,GC102,GC,LD-QUAYSIDE,M,1G-31,2018-01-22 21:57
container6540,ship1,TC271,TC,LD-YARDSIDE,M,1G-31,2018-01-22 21:54
container6540,ship1,YT561,YT,LD-MOVE,M,1G-31,2018-01-22 21:55
container6541,ship1,GC102,GC,LD-QUAYSIDE,M,1G-59,2018-01-22 23:08
container6541,ship1,TC272,TC,LD-YARDSIDE,M,1G-59,2018-01-22 23:01
container6541,ship1,YT520,YT,LD-MOVE,M,1G-59,2018-01-22 23:06
container6542,ship1,GC105,GC,LD-QUAYSIDE,M,2B-65,2018-01-23 5:24
container6542,ship1,TC224,TC,LD-YARDSIDE,M,2B-65,2018-01-23 5:20
container6542,ship1,YT584,YT,LD-MOVE,M,2B-65,2018-01-23 5:23
container6543,ship1,GC105,GC,LD-QUAYSIDE,M,1F-29,2018-01-23 3:41
container6543,ship1,TC261,TC,LD-YARDSIDE,M,1F-29,2018-01-23 3:31
container6543,ship1,YT574,YT,LD-MOVE,M,1F-29,2018-01-23 3:39
container6544,ship1,GC105,GC,LD-QUAYSIDE,M,1F-45,2018-01-23 4:41
container6544,ship1,TC262,TC,LD-YARDSIDE,M,1F-45,2018-01-23 4:39
container6544,ship1,YT535,YT,LD-MOVE,M,1F-45,2018-01-23 4:39
container6545,ship1,GC102,QC,DS-QUAYSIDE,F,3B-43,2018-01-22 20:56
container6545,ship1,TC226,TC,DS-YARDSIDE,F,3B-43,2018-01-22 21:07
container6545,ship1,YT520,YT,DS-MOVE,F,3B-43,2018-01-22 21:05
container6546,ship1,GC102,GC,LD-QUAYSIDE,F,1D-35,2018-01-23 0:26
container6546,ship1,TC241,TC,LD-YARDSIDE,F,1D-35,2018-01-23 0:24
container6546,ship1,YT509,YT,LD-MOVE,F,1D-35,2018-01-23 0:24
container6547,ship1,GC101,QC,DS-QUAYSIDE,F,3C-09,2018-01-22 19:03
container6547,ship1,TC235,TC,DS-YARDSIDE,F,3C-09,2018-01-22 19:11
container6547,ship1,YT507,YT,DS-MOVE,F,3C-09,2018-01-22 19:10
container6548,ship1,GC105,GC,LD-QUAYSIDE,M,2F-61,2018-01-23 3:17
container6548,ship1,TC264,TC,LD-YARDSIDE,M,2F-61,2018-01-23 3:13
container6548,ship1,YT586,YT,LD-MOVE,M,2F-61,2018-01-23 3:16
container6549,ship1,GC102,GC,LD-QUAYSIDE,M,2D-33,2018-01-22 23:12
container6549,ship1,TC243,TC,LD-YARDSIDE,M,2D-33,2018-01-22 23:01
container6549,ship1,YT506,YT,LD-MOVE,M,2D-33,2018-01-22 23:10
container6550,ship1,GC102,GC,LD-QUAYSIDE,F,3A-59,2018-01-22 23:45
container6550,ship1,TC216,TC,LD-YARDSIDE,F,3A-59,2018-01-22 23:34
container6550,ship1,YT511,YT,LD-MOVE,F,3A-59,2018-01-22 23:43
container6551,ship1,GC102,GC,LD-QUAYSIDE,M,1D-33,2018-01-22 21:39
container6551,ship1,TC241,TC,LD-YARDSIDE,M,1D-33,2018-01-22 21:34
container6551,ship1,YT519,YT,LD-MOVE,M,1D-33,2018-01-22 21:38
container6552,ship1,GC103,GC,LD-QUAYSIDE,F,1B-91,2018-01-22 21:59
container6552,ship1,TC222,TC,LD-YARDSIDE,F,1B-91,2018-01-22 21:51
container6552,ship1,YT515,YT,LD-MOVE,F,1B-91,2018-01-22 21:57
container6553,ship1,GC102,GC,LD-QUAYSIDE,M,1G-59,2018-01-22 23:08
container6553,ship1,TC272,TC,LD-YARDSIDE,M,1G-59,2018-01-22 23:03
container6553,ship1,YT520,YT,LD-MOVE,M,1G-59,2018-01-22 23:06
container6554,ship1,GC103,GC,LD-QUAYSIDE,F,2B-35,2018-01-23 4:41
container6554,ship1,TC223,TC,LD-YARDSIDE,F,2B-35,2018-01-23 4:34
container6554,ship1,YT516,YT,LD-MOVE,F,2B-35,2018-01-23 4:39
container6555,ship1,GC103,GC,LD-QUAYSIDE,F,1D-49,2018-01-22 19:34
container6555,ship1,TC242,TC,LD-YARDSIDE,F,1D-49,2018-01-22 19:29
container6555,ship1,YT531,YT,LD-MOVE,F,1D-49,2018-01-22 19:31
container6556,ship1,GC104,GC,LD-QUAYSIDE,F,2D-57,2018-01-22 20:59
container6556,ship1,TC244,TC,LD-YARDSIDE,F,2D-57,2018-01-22 20:43
container6556,ship1,YT592,YT,LD-MOVE,F,2D-57,2018-01-22 20:56
container6557,ship1,GC102,QC,DS-QUAYSIDE,F,1G-51,2018-01-22 19:12
container6557,ship1,TC272,TC,DS-YARDSIDE,F,1G-51,2018-01-22 19:19
container6557,ship1,YT543,YT,DS-MOVE,F,1G-51,2018-01-22 19:18
container6558,ship1,GC105,GC,LD-QUAYSIDE,M,2.00E-27,2018-01-23 5:28
container6558,ship1,TC253,TC,LD-YARDSIDE,M,2.00E-27,2018-01-23 5:19
container6558,ship1,YT509,YT,LD-MOVE,M,2.00E-27,2018-01-23 5:25
container6559,ship1,GC105,GC,LD-QUAYSIDE,M,2F-61,2018-01-23 3:44
container6559,ship1,TC264,TC,LD-YARDSIDE,M,2F-61,2018-01-23 3:41
container6559,ship1,YT528,YT,LD-MOVE,M,2F-61,2018-01-23 3:42
container6560,ship1,GC106,QC,DS-QUAYSIDE,F,1A-51,2018-01-22 16:46
container6560,ship1,TC212,TC,DS-YARDSIDE,F,1A-51,2018-01-22 16:53
container6560,ship1,YT522,YT,DS-MOVE,F,1A-51,2018-01-22 16:51
container6561,ship1,GC102,GC,LD-QUAYSIDE,F,1D-35,2018-01-23 0:26
container6561,ship1,TC241,TC,LD-YARDSIDE,F,1D-35,2018-01-23 0:22
container6561,ship1,YT509,YT,LD-MOVE,F,1D-35,2018-01-23 0:24
container6562,ship1,GC101,QC,DS-QUAYSIDE,F,1G-45,2018-01-22 19:15
container6562,ship1,TC271,TC,DS-YARDSIDE,F,1G-45,2018-01-22 19:27
container6562,ship1,YT561,YT,DS-MOVE,F,1G-45,2018-01-22 19:26
container6563,ship1,GC105,GC,LD-QUAYSIDE,M,3D-27,2018-01-23 3:51
container6563,ship1,TC245,TC,LD-YARDSIDE,M,3D-27,2018-01-23 3:41
container6563,ship1,YT512,YT,LD-MOVE,M,3D-27,2018-01-23 3:48
container6564,ship1,GC102,QC,DS-QUAYSIDE,F,1F-35,2018-01-22 18:43
container6564,ship1,TC261,TC,DS-YARDSIDE,F,1F-35,2018-01-22 18:51
container6564,ship1,YT555,YT,DS-MOVE,F,1F-35,2018-01-22 18:49
container6565,ship1,GC105,GC,LD-QUAYSIDE,M,3D-33,2018-01-23 7:11
